,brand,product,price,discount/on_sale,rating,product_urls,image_url,product_details
0,Giani Bernini," Nappa Leather Hobo Bag, Created for Macy's",EUR 124.11,Sale EUR 62.06,4.2222 out of 5 rating with 45 reviews,/shop/product/giani-bernini-nappa-leather-hobo-bag-created-for-macys?ID=16584735&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/2225748_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Giani Bernini ups the ante on the classic round hobo silhouette with multiple zip pockets and lots of organizational features..........Leather; trim: synthetic...Shoulder strap with 12"" drop...Top zip closure...Back zip pocket; front zip pocket; Giani Bernini key fob; shiny silver-tone hardware...Interior features zip pocket, cell phone pocket...11"" W x 8-1/2"" H x 4"" D; weight: 1.4lb; (width is measured across bottom of handbag)...Silhouette is based off 5'9"" model...Created for Macy's...Need more info? Click and play the video under the photo today!...Imported......"
1,I.N.C. International Concepts," Riverton Crossbody, Created for Macy's",EUR 52.23,Sale EUR 26.12,4.2093 out of 5 rating with 559 reviews,/shop/product/i.n.c.-international-concepts-riverton-crossbody-created-for-macys?ID=5607772&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/9863579_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Bright studs and zippered pockets elevate a larger-than-most I.N.C. International Concepts® crossbody inspired by this season's moto styles..........Small sized bag; 9-1/4""W x 10""H x 2-1/4""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...15"" to 29-1/2""L adjustable crossbody strap...Zip closure...Gold- or silver-tone exterior hardware, varies by color; 2 front zip pockets, 1 back slip pocket...1 interior zip pocket & 2 slip pockets...Created for Macy's...Faux leather...Imported......"
2,I.N.C. International Concepts," Riverton Hobo, Created for Macy's",EUR 66.61,Sale EUR 33.30,4.1858 out of 5 rating with 296 reviews,/shop/product/i.n.c.-international-concepts-riverton-hobo-created-for-macys?ID=5607775&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/9256764_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    I.N.C. International Concepts®' essential hobo rocks zippered pockets and a slightly slouchy silhouette inspired by this season's moto styles..........Medium sized bag; 13-1/2""W x 11-1/2""H x 4""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...11"" to 21-1/2""L adjustable strap...Zip closure...Gold- or silver-tone exterior hardware, varies by color; 1 front zip pocket, 1 snap pocket...1 interior zip pocket, 2 slip pockets & center zip divider pocket...Created for Macy's...Faux leather (polyurethane)...Imported......"
3,Steve Madden, Bsammy Bucket Bag,EUR 73.80,Sale EUR 59.04,3.725 out of 5 rating with 40 reviews,/shop/product/steve-madden-bsammy-bucket-bag?ID=15754358&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/9737215_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    An essential style with all the right details. The Steve Madden Sammy Bucket Bag features convenient pockets, elongated side tassels and an edgy stud-detailed handle..........Small sized bag; 11-1/2""W x 8""H x 5""D (width is measured across the bottom of bag) ...Silhouette is based off 5'9"" model...8""L handles; 24""L removable crossbody strap...Magnetic snap closure...Gold-tone exterior hardware & 2 exterior pockets...1 interior center zip compartment, 2 slip pockets & 1 zip pocket...The White Handbag featured on The It List...Faux leather (PVC)...Imported......"
4,Nine West, Cyra A List Crossbody ,EUR 75.71,With offer EUR 42.40,None,/shop/product/nine-west-cyra-a-list-crossbody?ID=17255466&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/26215721_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Nine West designer triple compartment crossbody. Interior organization and comfortable crossbody strap for hands free style..........9-3/10""W x 5-3/10""H x 2-1/5""D (width is measured across the bottom of handbag); 0.84 lbs. approx. weight...Silhouette is based off 5'9"" model...23-1/2""L strap...Zipper closure...Light shiny brass-tone exterior hardware, triple compartment with open center pocket and 2 zip pockets & logo...1 interior zip pocket, 1 phone pocket & twill lining...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....PVC; trim: PVC...Wipe clean...Imported......"
5,Nine West, Cyra A List Satchel ,EUR 94.88,With offer EUR 53.13,4.46 out of 5 rating with 50 reviews,/shop/product/nine-west-cyra-a-list-satchel?ID=12672440&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/26215715_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Nine West designer triple compartment satchel. Interior organization and comfortable removable shoulder strap for hands free style..........11-3/10""W x 8-1/5""H x 4-2/5""D (width is measured across the bottom of handbag); 1.65 lbs. approx. weight...Silhouette is based off 5'9"" model...4""L handles; 23-1/2""L strap...Zipper and magnetic-snap closure...Light shiny brass-tone exterior hardware, triple compartment with open center pocket and 2 zipper compartments...1 interior zip pocket, 1 phone pocket & twill lining...This item purchased online can be returned to the vendor by mail or can be returned to Macy's stores....PVC; trim: PVC...Wipe clean...Imported......"
6,Brahmin, Anywhere Convertible Melbourne Embossed Leather Satchel,EUR 253.98,None,4.7564 out of 5 rating with 353 reviews,/shop/product/brahmin-anywhere-convertible-melbourne-embossed-leather-satchel?ID=2734634&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/3426885_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Exquisitely crafted in luxurious croc-embossed leather, this Brahmin carryall offers intuitive organization in a classic, structured silhouette that never goes out of style and converts from crossbody to satchel via the removable strap..........Leather...Small sized bag: 10-1/2"" W x 7-3/4"" H x 5"" D; (width is measured across bottom of handbag)...4-1/2""L double handles; 24-1/2""L removable shoulder strap...Top zip closure...Exterior features gold-tone hardware and 1 back slide pocket...Interior features 1 zip pocket, 2 organizer pockets, key clip and pen loops...Silhouette is based off 5'9"" model...2 lbs approximate weight...Need more info? Click and play the video under the photo today!...Imported......"
7,Steve Madden, Britta Shoulder Bag ,EUR 103.51,Sale EUR 82.81,4.6304 out of 5 rating with 46 reviews,/shop/product/steve-madden-britta-shoulder-bag?ID=12635174&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/19583920_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Keep your looks on point in the Steve Madden Britta shoulder bag. This must-have puffy style features convenient pockets that will keep you organized..........12-1/2""W x 9-1/4""H x 5""D (width is measured across the bottom of handbag); 3 lbs. approx. weight...Silhouette is based off 5'9"" model...11""L shoulder strap...Push-lock closure...Interior zip pockets...Polyurethane...Spot clean...Imported......"
8,Giani Bernini," Triple-Zip Pebble Leather Dasher Crossbody, Created for Macy's",EUR 71.40,Sale EUR 42.84,4.192 out of 5 rating with 224 reviews,/shop/product/giani-bernini-triple-zip-pebble-leather-dasher-crossbody-created-for-macys?ID=12872951&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/10442310_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    It's all about organization with the Giani Bernini Triple-Zip Dasher Crossbody that features a front, back and middle pocket to keep your essentials right where they belong..........Mini sized bag; 7'' W, 7.75'' H, 2'' D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...26""L strap...Zip closure...Silver-tone exterior hardware, 1 front zip section & 1 back zip section...1 interior middle section with 2 gussets and 2 slip pockets ...Created for Macy's...Leather...Wipe clean...Imported......"
9,Patricia Nash," Emeline Crossbody, Created for Macy's",EUR 190.72,Sale EUR 133.51,4.4444 out of 5 rating with 18 reviews,/shop/product/patricia-nash-emeline-crossbody-created-for-macys?ID=16585300&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/23542864_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    The Emeline tote from Patricia Nash features an appealing profile with its scalloped opening and streamlined design. Large enough to carry your daily essentials, use the adjustable strap to find your preferred carry length..........Small sized bag; 10-3/4""W x 9-1/2""H x 2-1/2""D (width is measured across the bottom of handbag); 1.7 lbs. approx. weight...Silhouette is based off 5'9"" model...24""L adjustable strap...Magnetic snap closure...Silver-tone hardware, exterior back slip pocket, large front pocket...Interior zip pocket & 2 slip pockets...This 100% full-grain vegetable-tanned leather comes from an LWG GOLD Certified tannery. It is traceable, does not come from deforested areas and all raw material are a by-product of the beef industry....Created for Macy's...Woman Owned...Leather; lining: polyester...Wipe clean...Imported......"
10,Nine West, Brooklyn Crossbody,EUR 66.13,With offer EUR 37.03,None,/shop/product/nine-west-brooklyn-crossbody?ID=17255477&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/19186895_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Nine West designer triple compartment crossbody. Interior organization and comfortable crossbody strap for hands free style..........Material- polyvinyl chloride...Measurement- 11"" W x 6.7"" H x 3.3"" D...Strap type- non-removable 22"" shoulder strap...Zipper closure...Hardware-tone, light shiny brass...Interior- zipper pocket and cell pocket...Weight- 0.91 lbs...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....Spot Clean...Imported......"
11,Patricia Nash, Poppy Smooth Leather Shoulder Bag,EUR 257.81,Sale EUR 180.47,4.5285 out of 5 rating with 123 reviews,/shop/product/patricia-nash-poppy-smooth-leather-shoulder-bag?ID=4890453&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/2532114_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Topped with ample shoulder straps for comfortable carry, this distinctive Italian leather shoulder bag is great for organizing documents and devices on-the-go. Cut from fine leather, it features ample handles and a sturdy silhouette for effortless, balanced carry of day-to-day items..........14""W x 11""H x 4""D...Interior features 1 zip pocket and 2 slip pockets...10-1/2""L double handles...Zip closure...Exterior features antique brass-tone hardware, 1 front zip pocket, 1 front snap pocket and 1 back snap pocket...Dust bag included...Silhouette is based off 5'9"" model...Our 100% Full grain vegetable tanned leather comes from a LWG GOLD Certified tannery. This certified leather is traceable, does not come from deforested areas, and all raw material is a by-product of the beef industry....Need more info? Click and play the video under the photo today!...Woman Owned...Leather...Imported......"
12,I.N.C. International Concepts," Riverton East West Crossbody, Created for Macy's",EUR 47.44,Sale EUR 23.72,4.0702 out of 5 rating with 114 reviews,/shop/product/i.n.c.-international-concepts-riverton-east-west-crossbody-created-for-macys?ID=10520760&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/16530201_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Gold-tone studs and zippered pockets elevate a larger-than-most I.N.C. International Concepts® crossbody inspired by this season's moto styles..........Small sized bag; 9-3/4""W x 7-1/2""H x 1-1/4""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...22-1/2""L adjustable strap...Zip closure...Gold-tone exterior hardware, 2 slip pockets & 1 zip pocket...1 interior slip pocket, 1 zipper pocket; fits an iPad mini...Created for Macy's...Faux leather...Imported......"
13,Giani Bernini," Ostrich-Embossed Dome Satchel, Created for Macy's",EUR 124.11,Sale EUR 74.47,4.2143 out of 5 rating with 56 reviews,/shop/product/giani-bernini-ostrich-embossed-dome-satchel-created-for-macys?ID=12873095&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/9308521_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Plenty of zip pockets surround a Giani Bernini dome satchel elevated by ostrich-embossing for a classy look that carries in hand or on the shoulder..........Medium sized bag; 13""W x 9-1/2""H x 5""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...7""L double handles; 22-1/2""L removable, adjustable strap...Zip-around closure...Gold-tone exterior hardware, 1 front zip pocket with logo zipper pull & 2 back zip pockets...1 interior zip pocket, 1 cellphone pocket & 1 center zip divider pocket, fits an iPad...1.8 lbs approximate weight...Created for Macy's...Faux leather; trim: faux leather (polyurethane)...Imported......"
14,Giani Bernini," Nappa Leather Hobo Bag, Created for Macy's",EUR 124.11,Sale EUR 74.47,4.375 out of 5 rating with 24 reviews,/shop/product/giani-bernini-nappa-leather-hobo-bag-created-for-macys?ID=15432562&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/22758823_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Giani Bernini ups the ante on the classic round hobo silhouette with multiple zip pockets and lots of organizational features..........Leather; trim: synthetic...Shoulder strap with 12"" drop...Top zip closure...Back zip pocket; front zip pocket; Giani Bernini key fob; shiny silver-tone hardware...Interior features zip pocket, cell phone pocket...11"" W x 8-1/2"" H x 4"" D; weight: 1.4lb; (width is measured across bottom of handbag)...Silhouette is based off 5'9"" model...Created for Macy's...Need more info? Click and play the video under the photo today!...Imported......"
15,Nine West, Paisley Small Tote,EUR 94.88,With offer EUR 53.13,4.4651 out of 5 rating with 43 reviews,/shop/product/nine-west-paisley-small-tote?ID=12369443&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/19040678_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Nine West Paisley Small Tote.........14.5""W x 9""H x 4.3""D; 1.38 lbs...Silhouette is based off 5'9"" model...Shoulder straps 9""...Zipper closure...Hardware-tone: light shiny brass...Interior: zipper pocket and cell pocket...PVC...Imported...Photo may have been enlarged and/or enhanced......."
16,Brahmin, Anywhere Melbourne Embossed Leather Tote ,EUR 273.15,None,4.8082 out of 5 rating with 219 reviews,/shop/product/brahmin-anywhere-melbourne-embossed-leather-tote?ID=2734547&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/3426798_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Exquisitely crafted in luxurious croc-embossed leather, this take-anywhere tote from Brahmin offers expert-level organization in a classic, structured silhouette that always looks chic and never goes out of style..........Medium sized bag; 13"" W x 10"" H x 5"" D; (width is measured across bottom of handbag)...Top zip closure...Exterior features gold-tone hardware and 1 back slide pocket...Interior features 1 zip pocket, 1 zip jewelry pocket, 2 organizer pockets, key clip and pen loops...10""L adjustable double handles...Silhouette is based off 5'9"" model...1.9 lbs approximate weight...Created for Macy's...Need more info? Click and play the video under the photo today!...Leather...Imported......"
17,Steve Madden, Aidan Battery Stud Flap Crossbody,EUR 89.13,Sale EUR 71.31,4.0682 out of 5 rating with 44 reviews,/shop/product/steve-madden-aidan-battery-stud-flap-crossbody?ID=10485983&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/16335599_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Effortless edge—courtesy of Steve Madden. This crossbody bag is punctuated with studs for extra style..........Small sized bag; 8""W x 5""H x 2-1/2""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...22""L removable strap...Turnlock closure...Black-tone exterior hardware & 1 slip pocket...Fits iPhone 8+...Faux leather...Imported......"
18,I.N.C. International Concepts," Kolleene Medium Crossbody, Created for Macy's ",EUR 66.61,Sale EUR 39.97,None,/shop/product/i.n.c.-international-concepts-kolleene-medium-crossbody-created-for-macys?ID=16596388&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/25627426_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Crafted in a lovely silhouette that fits perfectly under your arm, this crossbody by I.N.C. International Concepts® features a zippered closure for easy and secure access to your belongings. Available in a variety of styles, choose the one that defines you. .........Medium sized bag; 11""W x 11""H x 3-1/2""D (width is measured across the bottom of handbag); 1.32 lbs. approx. weight ...Silhouette is based off 5'9"" model ...9""L handles; 23-1/2""L crossbody strap ...Zippered closure...Hardware tone varies by color & exterior back zip pocket ...Interior zip & slip pockets ...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
19,I.N.C. International Concepts," Riverton Shopper, Created for Macy's",EUR 66.61,Sale EUR 33.30,4.5667 out of 5 rating with 90 reviews,/shop/product/i.n.c.-international-concepts-riverton-shopper-created-for-macys?ID=10520763&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/16530952_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Trade your typical tote for this effortless style from I.N.C. International Concepts®, featuring a soft faux leather exterior..........Medium sized bag; 12-1/2""W (15""W across top) x 10""H x 4""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...8""L strap...Zipper closure...Silver- or Gold-tone exterior hardware, varies by color; 1 slip pocket and 1 zip pocket...2 interior snap pockets, 2 slip pockets & 1 zip pocket; fits an iPad...Created for Macy's...Faux leather...Imported......"
20,Giani Bernini," Nappa Classic Leather Tote, Created for Macy's",EUR 124.11,Sale EUR 74.47,4.2064 out of 5 rating with 218 reviews,/shop/product/giani-bernini-nappa-classic-leather-tote-created-for-macys?ID=726415&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/9395028_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Pack up and go almost anywhere with this classic carryall from Giani Bernini. Signature silver-tone hardware dress the outside, while the roomy interior features plenty of pockets to safely stow all the essentials..........Medium sized bag: 14"" W x8-1/2"" H x 4"" D; weight: 1.58lb (width is measured across the bottom of handbag) ...Silhouette is based off 5'9"" model...Magnetic snap and zipper closures...Double handles with 11-1/2"" drop...Silver-tone or gold-tone hardware; 1 front zip pocket; 1 back snap pocket...Interior features 4 slip pockets, 1 center zipper divider and ID window...Leather...Wipe clean...Imported......"
21,I.N.C. International Concepts," Nattah Hobo Bag, Created for Macy's",EUR 85.78,With offer EUR 34.31,5 out of 5 rating with 1 reviews,/shop/product/i.n.c.-international-concepts-nattah-hobo-bag-created-for-macys?ID=17275072&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25318238_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Spacious and chic, the Nattah Hobo Bag by I.N.C. International Concepts® is perfect for busy days..........Medium sized bag; 13""W x 9""H x 5""D (width is measured across the bottom of handbag); 1.09 lbs. approx. weight...Silhouette is based off 5'9"""" model...11""L handle...Zip closure...Gold-tone hardware & back zip pocket...Interior zip pocket...Tablet compatible (std. size 8""-10"")...Created for Macy's...Polyurethane; lining: polyester...Spot clean...Imported......"
22,I.N.C. International Concepts," Small Ajae Quilted Crossbody, Created for Macy's",EUR 66.61,Sale EUR 39.97,4.8 out of 5 rating with 5 reviews,/shop/product/i.n.c.-international-concepts-small-ajae-quilted-crossbody-created-for-macys?ID=17129263&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/23744396_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Contemporary and casual with a quilted texture and chain straps, you'll love the chic style of the Ajae crossbody by I.N.C. International Concepts®..........Small sized bag; 9""W x 6""H x 4""D (width is measured across the bottom of bag); 1.3 lbs. approx. weight ...Silhouette is based off 5'9"" model ...13"" straps ...Turn-lock closure...Silver-tone exterior hardware, 1 back slip pocket...2 interior slip pockets, 1 zip pocket, zip compartment...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
23,Giani Bernini," Saffiano Plaid Dome Satchel, Created for Macy's",EUR 95.36,Sale EUR 57.22,4.5 out of 5 rating with 6 reviews,/shop/product/giani-bernini-saffiano-plaid-dome-satchel-created-for-macys?ID=17021254&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25441688_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Work-to-weekend chic. Giani Bernini's structured satchel offers a roomy triple compartment design for easy organization in a cheery plaid pattern..........Medium sized bag; 12-1/2""W x 9-1/4""H x 5""D; weight: 2.05lb; (width is measured across bottom of handbag)...6""L double handles; 24""L detachable, adjustable strap...Top zip closure...Exterior features silver & gold tone hardware, logo plate, buckle details and 1 zip pocket...1 interior center zip pocket, 1 zip pocket, 2 slip pockets...Tablet compatible (std. size 8""-10"")...Created for Macy's...PVC; trim:PVC...Imported......"
24,I.N.C. International Concepts," Nattah Hobo Bag, Created for Macy's",EUR 85.78,Sale EUR 51.47,4.2 out of 5 rating with 15 reviews,/shop/product/i.n.c.-international-concepts-nattah-hobo-bag-created-for-macys?ID=16092964&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/25629125_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Spacious and chic, the Nattah Hobo Bag by I.N.C. International Concepts® is perfect for busy days..........Medium sized bag; 13""W x 9""H x 5""D (width is measured across the bottom of handbag); 1.09 lbs. approx. weight...Silhouette is based off 5'9"""" model...11""L handle...Zip closure...Gold-tone hardware & back zip pocket...Interior zip pocket...Tablet compatible (std. size 8""-10"")...Created for Macy's...Polyurethane; lining: polyester...Spot clean...Imported......"
25,Baggallini, Avenue Tote,EUR 93.44,With offer EUR 52.33,4.4765 out of 5 rating with 170 reviews,/shop/product/baggallini-avenue-tote?ID=8516398&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/23203572_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    They wanted a travel companion, something stylish with plenty of pockets to help them move from place to place. Twenty years later, the baggs they created are still working hard for the everyday traveler. Baggs that are beautifully organized, to help their owners move from place to place..........Dimension - 18"" L x 12"" H x 5.5"" D...11"" Strap drop...52"" Removable, adjustable crossbody strap...Lightweight, water-resistant nylon or printed fabric...Padded laptop pocket...Interior organization and multifunctional pockets...Sleeve for luggage handle...Nylon...Wipe Clean with a Damp Cloth...Imported......"
26,I.N.C. International Concepts," Trippii Chain Tote, Created for Macy's",EUR 95.36,Sale EUR 57.22,4.5263 out of 5 rating with 95 reviews,/shop/product/i.n.c.-international-concepts-trippii-chain-tote-created-for-macys?ID=8048020&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/25627500_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    The essential office tote gets a glam update from I.N.C. International Concepts®. Gleaming gold-tone hardware adds distinctive style to The Trippii Chain Tote, while magnetic snaps and zipper compartments ensure optimum organization..........Large sized bag; 14""W x 11-1/2""H x 5""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...11-1/2""L handles...Magnetic snap closure...Silver- or Gold-tone exterior hardware; varies by color, footed bottom & 1 zip pocket on back...1 interior center zip compartment, 2 slip pockets & 1 zip pocket...Fits an iPad...Created for Macy's...Faux leather...Imported......"
27,I.N.C. International Concepts," Caitlinn Large Tote, Created for Macy's ",EUR 85.78,Sale EUR 51.47,None,/shop/product/i.n.c.-international-concepts-caitlinn-large-tote-created-for-macys?ID=16586026&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/25627510_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Add some shimmer to your everyday with this tote by I.N.C. International Concepts®. Featuring a center zip compartment and a crossbody strap to go handsfree, choose the style that best defines you.  .........Large sized bag; 16""W x 12""H x 6""D (width is measured across the bottom of handbag); 1.37 lbs. approx. weight ...Silhouette is based off 5'9"" model ...12""L top handles; removable crossbody strap ...Snap closure...Silver-tone hardware & exterior back zip pocket ...Interior center zip compartment, zip pocket & slip pockets ...Laptop compatible (std. size 13""-15"")...Created for Macy's ...Polyester...Spot clean...Imported......"
28,I.N.C. International Concepts," Soft Ajae Stud Small Shoulder Bag, Created for Macy's ",EUR 95.36,Sale EUR 57.22,5 out of 5 rating with 1 reviews,/shop/product/i.n.c.-international-concepts-soft-ajae-stud-small-shoulder-bag-created-for-macys?ID=16596404&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/25627406_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Chic and classic with a touch of edge, this I.N.C. International Concepts® shoulder bag features subtle studs and gleaming metallic hardware..........Small sized bag; 11""W x 6-3/4""H x 3-1/2""D (width is measured across the bottom of handbag); 1.55 lbs. approx. weight ...Silhouette is based off 5'9"" model...11""L handles ...Turn-lock closure...Gold-tone or silver-tone hardware, varies by color; 1 exterior slip pocket, studs at front...2 interior slip pockets & 1 zip pocket...Tablet compatible (std. size 8""-10"")...Created for Macy's...Polyurethane; lining: polyester...Spot clean...Imported......"
29,I.N.C. International Concepts," Kyliee Quilted Faux Leather Large Shoulder Bag, Created for Macy's ",EUR 85.78,With offer EUR 34.31,5 out of 5 rating with 2 reviews,/shop/product/i.n.c.-international-concepts-kyliee-quilted-faux-leather-large-shoulder-bag-created-for-macys?ID=17275419&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/25318266_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Perfect for everyday adventures, the Kyliee Quilted Faux Leather Large Shoulder Bag by INC International Concepts offers ample space and a go-with-anything style. .........Large sized bag; 14""W x 13-1/2""H x 4-3/4""D (width is measured across the bottom of handbag); 1.65 lbs. approx. weight ...Silhouette is based off 5'9"" model...9""L handles ...Magnetic closure ...Silver-tone hardware & exterior back zip pocket...Interior zip & slip pockets...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
30,The Sak, Ashby Leather Tote,EUR 181.14,With offer EUR 115.93,4.3333 out of 5 rating with 30 reviews,/shop/product/the-sak-ashby-leather-tote?ID=10144662&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/25664981_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Extremely spacious and full of compartments to house your little things, the Ashby Tote is a must have whether you're commuting to work, traveling, or just carrying around town. This sophisticated leather satchel will quickly become your everyday bag..........16in L x 5in W x 10in H...Main zipper closure...Front pocket with magnetic closure...Back slit pocket...Side pockets...Interior contains back wall zipper pocket and 2 front wall elastic slide pockets...Features signature tassel...Drop: 10 inches...Leather/ Polyester...Spot clean...Imported......"
31,I.N.C. International Concepts," Corah Satchel, Created for Macy's",EUR 85.78,With offer EUR 34.31,4.4783 out of 5 rating with 23 reviews,/shop/product/i.n.c.-international-concepts-corah-satchel-created-for-macys?ID=13398446&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/21370110_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    I.N.C. International Concepts® Corah Satchel, Created for Macy's.........Medium sized bag; 13.75""W x 10.5""H x 4.725""D (width is measured across the bottom of handbag); 1.56 lbs. approx. weight...Silhouette is based off 5'9"" model...Top handle, 9""L drop...Magnetic snap closure...Exterior: silver tone hardware, 1 back zip pocket...Interior zip & slip pockets...Body: polyester Trim:PU,polyester lining...Wipe clean...Imported......"
32,I.N.C. International Concepts," Michaella Extra Large Faux Leather Tote, Created for Macy's  ",EUR 95.36,With offer EUR 38.14,None,/shop/product/i.n.c.-international-concepts-michaella-extra-large-faux-leather-tote-created-for-macys?ID=16110466&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/24807867_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Sized to take on your busiest days, this tote by I.N.C. International Concepts does so in style. A polished metal logo and chain straps provide a chic finish while the interior ensures you have a place for everything- even your water bottle. .........Extra-large sized bag; 18""W x 11-1/2""H x 5-1/2""D (width is measured across the bottom of handbag); 1.54 lbs. approx. weight ...Silhouette is based off 5'9"" model ...10""L handles ...Snap closure...Silver-tone hardware, metal logo & exterior slip pocket ...Interior zip & slip pockets with side water bottle pocket ...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
33,I.N.C. International Concepts," Riverton Satchel, Created for Macy's",EUR 66.61,Sale EUR 33.30,4.403 out of 5 rating with 67 reviews,/shop/product/i.n.c.-international-concepts-riverton-satchel-created-for-macys?ID=10520761&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/16530424_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    A contemporary silhouette shapes this I.N.C. International Concepts® satchel. The spacious design fits all the essentials plus room for an iPad..........Small sized bag; 12""W x 9-1/4""H x 4-1/2""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...11""L handles...Zipper closure...Silver- or Gold-tone exterior hardware, varies by color; 1 slip pocket, 2 zipper pockets & 2 slip pockets on sides...2 interior magnetic snap pockets, 2 slip pockets & 1 zipper pocket; fits an iPad mini...Created for Macy's...Faux leather...Imported......"
